kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_depth_missing,koi_prad_missing,koi_srad_missing,koi_steff_missing,koi_slogg_missing
K01980.01,CONFIRMED,122.8799543,7.835,717.7,2.7,5413.0,4.51,0.861,13.8,0,0,0,0,0
K01982.01,CONFIRMED,4.88753111,2.034,679.6,2.45,5568.0,4.499,0.957,15.768,0,0,0,0,0
K02059.01,CONFIRMED,6.14728341,2.7645,119.7,0.79,4997.0,4.598,0.746,12.906,0,0,0,0,0
K02060.01,CONFIRMED,2.800111267,1.0237,706.7,2.13,4786.0,4.579,0.704,15.229,0,0,0,0,0
K02062.01,CONFIRMED,34.3511339,4.4408,599.4,2.75,6091.0,4.487,0.967,14.998,0,0,0,0,0
K00221.01,CONFIRMED,3.413036353,2.61366,3868.7,6.62,5392.0,4.314,1.087,14.622,0,0,0,0,0
K02063.01,CONFIRMED,3.00725068,4.4302,285.8,1.56,5667.0,4.587,0.781,15.62,0,0,0,0,0
K01843.01,CONFIRMED,4.194496867,1.7807,660.7,1.57,3706.0,4.747,0.522,14.404,0,0,0,0,0
K01843.02,CANDIDATE,6.35585682,1.55,176.6,0.86,3706.0,4.747,0.522,14.404,0,0,0,0,0
K01845.01,CONFIRMED,1.970340203,1.7901,403.2,3.97,4883.0,3.972,1.667,14.438,0,0,0,0,0
K01845.02,CONFIRMED,5.05821338,1.132,748.3,10.69,4883.0,3.972,1.667,14.438,0,0,0,0,0
K01847.01,CONFIRMED,26.85323647,4.4557,965.8,2.65,5329.0,4.455,0.869,14.812,0,0,0,0,0
K01909.03,CONFIRMED,25.0985083,2.7727,167.6,1.59,5782.0,4.34,1.095,12.776,0,0,0,0,0
K01910.01,CONFIRMED,34.2685741,4.8251,699.3,2.44,5083.0,4.468,0.872,14.685,0,0,0,0,0
K01911.01,CONFIRMED,5.75321539,1.7948,733.8,3.14,5445.0,4.51,0.929,15.196,0,0,0,0,0
K01913.01,CONFIRMED,5.50860699,3.0788,203.9,1.49,5448.0,4.489,0.883,13.317,0,0,0,0,0
K01914.01,CONFIRMED,18.93055119,3.372,684.0,4.41,5015.0,3.987,1.643,14.417,0,0,0,0,0
K00215.01,FALSE POSITIVE,42.94386258,3.7591,9207.9,41.62,5750.0,4.4,0.94,14.708,0,0,0,0,0
K01984.01,CONFIRMED,22.06402,4.1,388.7,2.67,6232.0,4.432,1.09,13.698,0,0,0,0,0
K01985.01,CONFIRMED,5.756245244,1.071,623.6,2.24,4931.0,4.605,0.734,13.708,0,0,0,0,0
K01986.01,CONFIRMED,148.4601819,5.499,1532.1,3.61,5159.0,4.548,0.821,14.839,0,0,0,0,0
K01988.01,CONFIRMED,0.934885365,1.4083,270.4,3.21,4777.0,3.909,1.795,14.145,0,0,0,0,0
K02051.01,CONFIRMED,25.7626846,6.908,619.5,2.66,5739.0,4.381,1.069,15.087,0,0,0,0,0
K02051.02,CONFIRMED,11.0317836,4.753,182.3,1.45,5739.0,4.381,1.069,15.087,0,0,0,0,0
K00220.02,CONFIRMED,4.12511935,2.877,114.7,0.88,5598.0,4.565,0.83,14.236,0,0,0,0,0
K02052.01,CANDIDATE,4.22464216,1.403,987.0,4.31,6343.0,4.408,1.14,15.341,0,0,0,0,0
K02053.01,CONFIRMED,13.12162167,3.6138,196.9,1.99,6140.0,4.265,1.277,12.992,0,0,0,0,0
K01848.01,CONFIRMED,49.6220669,7.222,505.5,3.33,5938.0,4.331,1.184,13.429,0,0,0,0,0
K01849.01,CONFIRMED,8.08801663,1.8334,952.9,2.94,5269.0,4.494,0.874,14.624,0,0,0,0,0
K01850.01,CONFIRMED,11.55103848,3.3601,402.8,2.17,5907.0,4.395,1.058,14.138,0,0,0,0,0
K01851.01,CONFIRMED,4.469754641,1.813,553.9,2.26,5988.0,4.507,0.934,14.769,0,0,0,0,0
K01852.01,CONFIRMED,15.77382794,4.957,313.6,2.72,6283.0,4.129,1.531,13.205,0,0,0,0,0
K01915.01,CONFIRMED,6.56226483,4.0144,260.8,3.07,5878.0,4.005,1.812,13.996,0,0,0,0,0
K01916.01,CONFIRMED,20.67876365,4.6395,323.9,2.42,5865.0,4.266,1.272,13.598,0,0,0,0,0
K00209.01,CONFIRMED,50.79034648,10.8474,5671.1,10.6,6163.0,4.185,1.406,14.274,0,0,0,0,0
K01916.02,CONFIRMED,9.59993246,4.3206,271.2,2.08,5865.0,4.266,1.272,13.598,0,0,0,0,0
K01916.03,CONFIRMED,2.0248205,2.55,63.3,1.01,5865.0,4.266,1.272,13.598,0,0,0,0,0
K01989.01,CONFIRMED,201.118319,10.328,584.8,2.28,5646.0,4.447,0.954,13.328,0,0,0,0,0
K01990.01,CONFIRMED,24.7577652,6.998,458.7,2.44,6106.0,4.487,0.966,14.49,0,0,0,0,0
K01992.01,CONFIRMED,12.7983174,6.401,336.6,2.88,5592.0,4.115,1.451,14.513,0,0,0,0,0
K01996.01,CONFIRMED,10.13200555,3.1683,911.6,1.67,4777.0,4.689,0.561,15.629,0,0,0,0,0
K01997.01,CONFIRMED,38.505224,5.941,695.2,2.45,5974.0,4.504,0.881,14.777,0,0,0,0,0
K02053.02,CONFIRMED,4.6126736,3.0643,133.2,1.6,6140.0,4.265,1.277,12.992,0,0,0,0,0
K02055.01,CONFIRMED,8.67890312,3.5317,540.6,2.56,5509.0,4.308,1.116,14.523,0,0,0,0,0
K02056.01,CONFIRMED,39.3135699,5.0137,500.1,2.07,6060.0,4.509,0.925,14.476,0,0,0,0,0
K02057.01,CONFIRMED,5.94565516,2.1604,401.2,1.12,3974.0,4.7,0.564,15.026,0,0,0,0,0
K02058.01,CONFIRMED,1.52373073,1.4796,364.7,1.26,3746.0,4.736,0.51,15.313,0,0,0,0,0
K00201.01,CONFIRMED,4.225384543,2.82038,7563.0,9.0,5574.0,4.403,1.054,14.014,0,0,0,0,0
K01853.01,CONFIRMED,60.0853848,7.007,432.2,2.4,6028.0,4.459,1.047,13.43,0,0,0,0,0
K01854.01,CONFIRMED,43.0343364,6.571,541.6,2.5,5550.0,4.476,0.911,13.534,0,0,0,0,0
K01856.01,CANDIDATE,46.2991052,5.2481,854.9,4.33,5396.0,4.035,1.507,14.082,0,0,0,0,0
K01857.01,CONFIRMED,88.6440015,7.82,625.5,2.51,5661.0,4.471,0.934,13.748,0,0,0,0,0
K01917.01,CONFIRMED,35.01190875,2.868,436.7,2.97,5872.0,4.332,1.153,13.624,0,0,0,0,0
K01920.01,CONFIRMED,16.57099265,2.9052,644.9,2.03,5483.0,4.589,0.779,14.64,0,0,0,0,0
K01921.01,CONFIRMED,16.00496657,6.5047,377.5,3.71,6384.0,4.029,1.904,12.818,0,0,0,0,0
K01922.01,CONFIRMED,1.954525966,2.0944,392.8,2.38,5741.0,4.331,1.136,15.356,0,0,0,0,0
K01922.02,CANDIDATE,15.09521323,3.41,70.8,1.08,5780.0,4.438,1.0,15.356,1,1,1,1,1
K01923.01,CONFIRMED,7.23400381,2.165,453.3,1.78,5411.0,4.523,0.85,14.139,0,0,0,0,0
K01998.01,CONFIRMED,6.77408984,2.6215,520.3,2.5,6246.0,4.433,1.092,15.368,0,0,0,0,0
K00216.01,CONFIRMED,20.172024672,3.1488,5368.1,6.24,5064.0,4.474,0.864,14.711,0,0,0,0,0
K02000.01,CONFIRMED,26.41044199,3.0715,991.1,2.45,5448.0,4.613,0.734,15.593,0,0,0,0,0
K02001.01,CONFIRMED,8.27745764,2.713,197.2,2.46,5129.0,3.884,1.781,13.115,0,0,0,0,0
K02002.01,CONFIRMED,14.37504582,3.208,251.1,2.05,5931.0,4.403,1.053,13.286,0,0,0,0,0
K02064.01,CANDIDATE,6.31219171,4.9377,403.7,2.17,6322.0,4.426,1.075,14.959,0,0,0,0,0
K02066.01,CONFIRMED,147.97391,6.854,1267.1,3.33,5578.0,4.44,0.95,14.904,0,0,0,0,0
K02067.01,CONFIRMED,13.24503482,4.4078,156.1,1.77,5636.0,4.147,1.39,12.584,0,0,0,0,0
K02069.01,CONFIRMED,77.2550726,10.214,589.5,3.7,6564.0,4.255,1.356,13.754,0,0,0,0,0
K02071.01,CONFIRMED,3.85690686,2.0808,127.8,0.93,5272.0,4.574,0.813,13.746,0,0,0,0,0
K01858.01,CONFIRMED,116.3311739,7.025,1586.3,3.26,5354.0,4.533,0.835,14.767,0,0,0,0,0
K01858.02,CANDIDATE,86.049055,29.28,429.9,2.06,5733.0,4.432,0.997,14.767,0,0,0,0,0
K01860.01,CONFIRMED,6.31943553,3.3422,581.1,2.71,5670.0,4.397,1.022,14.028,0,0,0,0,0
K01860.02,CONFIRMED,12.20951755,4.1808,538.1,2.61,5670.0,4.397,1.022,14.028,0,0,0,0,0
K01860.03,CONFIRMED,3.07644709,2.6326,216.7,1.61,5670.0,4.397,1.022,14.028,0,0,0,0,0
K01924.01,FALSE POSITIVE,2.11913005,4.141,28.7,1.35,5799.0,3.813,2.377,7.837,0,0,0,0,0
K01925.01,CONFIRMED,68.958447,3.128,123.3,1.11,5455.0,4.497,0.888,9.439,0,0,0,0,0
K00209.02,CONFIRMED,18.79591276,7.5235,2431.4,7.39,6163.0,4.185,1.406,14.274,0,0,0,0,0
K01927.01,FALSE POSITIVE,47.76397728,4.08,70.8,1.08,5780.0,4.438,1.0,9.668,1,1,1,1,1
K01928.01,CONFIRMED,63.0380366,7.3702,658.7,2.59,5798.0,4.411,1.019,13.605,0,0,0,0,0
K01929.01,CONFIRMED,9.69315023,5.6725,141.8,1.89,5683.0,4.108,1.472,12.727,0,0,0,0,0
K02003.01,FALSE POSITIVE,8.48031229,7.105,351.1,2.58,5910.0,4.364,1.078,14.613,0,0,0,0,0
K02004.01,CONFIRMED,56.1886436,6.5272,346.2,2.56,5700.0,4.327,1.176,13.351,0,0,0,0,0
K02005.01,CONFIRMED,6.92101452,4.3591,529.7,1.48,4461.0,4.661,0.585,14.832,0,0,0,0,0
K02006.01,CONFIRMED,3.27344784,1.7292,262.5,0.81,3758.0,4.769,0.496,14.22,0,0,0,0,0
K02007.01,CONFIRMED,15.3789014,4.662,185.1,2.94,5817.0,3.877,2.153,13.127,0,0,0,0,0
K01783.01,CONFIRMED,134.4785189,5.9288,4033.5,10.52,5791.0,4.185,1.336,13.929,0,0,0,0,0
K01784.01,CANDIDATE,5.007414194,1.3584,4413.9,8.8,5957.0,4.417,1.042,13.592,0,0,0,0,0
K01786.01,FALSE POSITIVE,24.68662378,15.168,8052.3,48.04,4648.0,2.996,5.132,14.633,0,0,0,0,0
K01787.01,CONFIRMED,98.7179332,6.593,7320.0,6.99,5808.0,4.583,0.786,15.7,0,0,0,0,0
K01788.01,CONFIRMED,71.52543938,5.9189,5904.3,5.76,4855.0,4.542,0.778,14.521,0,0,0,0,0
K01861.01,CANDIDATE,17.50441726,4.2585,725.4,3.56,5815.0,4.16,1.329,13.926,0,0,0,0,0
K00202.01,CONFIRMED,1.72086129,2.0243,10184.0,13.25,5742.0,4.297,1.215,14.309,0,0,0,0,0
K01862.01,CONFIRMED,56.4349933,4.7381,580.0,2.37,5534.0,4.381,1.001,13.668,0,0,0,0,0
K01863.01,CONFIRMED,33.7888028,5.496,649.2,2.71,6202.0,4.436,1.062,13.631,0,0,0,0,0
K01864.01,CONFIRMED,3.215109385,4.365,158.0,1.54,5541.0,4.472,0.934,13.405,0,0,0,0,0
K01929.02,CONFIRMED,3.29276797,4.8069,80.7,1.39,5683.0,4.108,1.472,12.727,0,0,0,0,0
K01930.01,CONFIRMED,13.72710334,7.3419,199.2,2.38,5951.0,4.017,1.693,12.119,0,0,0,0,0
K01930.02,CONFIRMED,24.3110031,8.7682,184.4,2.3,5951.0,4.017,1.693,12.119,0,0,0,0,0
K01930.03,CONFIRMED,44.4304059,10.306,238.5,2.61,5951.0,4.017,1.693,12.119,0,0,0,0,0
K01930.04,CONFIRMED,9.34145925,6.18,81.7,1.56,5951.0,4.017,1.693,12.119,0,0,0,0,0
K01931.01,CONFIRMED,4.97760447,2.5719,287.3,1.75,5353.0,4.358,1.023,14.531,0,0,0,0,0
K02007.02,CONFIRMED,21.1285655,3.852,176.7,2.88,5817.0,3.877,2.153,13.127,0,0,0,0,0
K02008.01,FALSE POSITIVE,24.4851178,4.642,263.8,7.14,6655.0,3.638,2.995,10.8,0,0,0,0,0
K00216.02,CONFIRMED,7.51854537,2.845,286.7,1.42,5064.0,4.474,0.864,14.711,0,0,0,0,0
K02009.01,CANDIDATE,86.7490807,9.179,547.1,2.23,5579.0,4.419,0.97,13.82,0,0,0,0,0
K02010.01,CONFIRMED,25.96190067,6.2732,350.3,3.25,6369.0,4.088,1.729,13.2,0,0,0,0,0
K01790.01,CONFIRMED,130.3543929,6.474,5128.7,7.7,5970.0,4.463,1.015,15.254,0,0,0,0,0
K00196.01,CONFIRMED,1.855557556,2.35672,10570.0,10.05,5657.0,4.441,0.947,14.465,0,0,0,0,0
K01793.01,CANDIDATE,3.261759866,1.7593,3876.1,8.01,6131.0,4.497,0.945,15.28,0,0,0,0,0
K01794.01,FALSE POSITIVE,3.364425589,1.3261,4843.0,56.83,5813.0,4.589,0.775,15.337,0,0,0,0,0
K01797.01,CONFIRMED,16.78175788,3.7386,908.0,2.25,4925.0,4.588,0.742,12.971,0,0,0,0,0
K01866.01,CONFIRMED,105.3035093,6.214,1362.2,3.18,5534.0,4.515,0.875,14.986,0,0,0,0,0
K01867.01,CONFIRMED,2.549562652,1.6999,495.1,1.11,3716.0,4.74,0.506,15.018,0,0,0,0,0
K01867.02,CONFIRMED,13.96950181,1.5871,1110.0,2.04,3716.0,4.74,0.506,15.018,0,0,0,0,0
K01867.03,CONFIRMED,5.21230171,2.098,430.0,1.04,3716.0,4.74,0.506,15.018,0,0,0,0,0
K01868.01,CONFIRMED,17.76076524,1.6679,1287.2,1.93,3826.0,4.744,0.516,15.22,0,0,0,0,0
K01931.02,CONFIRMED,10.55840479,3.366,194.2,1.41,5353.0,4.358,1.023,14.531,0,0,0,0,0
K00210.01,CANDIDATE,20.92735802,3.4256,8091.0,17.36,6126.0,4.358,1.109,14.877,0,0,0,0,0
K01931.03,CONFIRMED,6.98800953,3.103,193.2,1.39,5353.0,4.358,1.023,14.531,0,0,0,0,0
K01932.01,CONFIRMED,22.8245144,6.617,322.7,3.36,6642.0,4.057,1.846,12.345,0,0,0,0,0
K01933.01,CONFIRMED,49.1011093,6.341,845.6,3.28,5393.0,4.299,1.11,15.041,0,0,0,0,0
K02011.01,CONFIRMED,7.05675145,2.0261,130.0,1.68,6388.0,4.244,1.402,12.556,0,0,0,0,0
K02012.01,CONFIRMED,34.8536903,5.333,767.7,2.4,5818.0,4.554,0.848,14.876,0,0,0,0,0
K02013.01,CONFIRMED,2.41434868,1.2701,191.0,0.97,4507.0,4.573,0.724,13.156,0,0,0,0,0
K02014.01,FALSE POSITIVE,2.466070972,1.9559,704.5,24.3,5708.0,4.529,0.884,15.601,0,0,0,0,0
K02016.01,CONFIRMED,4.30656389,4.1107,257.0,1.95,6108.0,4.466,1.03,14.136,0,0,0,0,0
K01798.01,FALSE POSITIVE,12.964717746,1.8303,3732.9,39.93,6210.0,4.45,1.033,14.384,0,0,0,0,0
K01799.01,FALSE POSITIVE,1.731079436,1.8419,11974.0,56.05,6045.0,4.494,0.955,15.505,0,0,0,0,0
K01800.01,CONFIRMED,7.794302043,1.1081,3387.4,16.51,5494.0,4.405,0.982,12.394,0,0,0,0,0
K01801.01,CONFIRMED,14.5324483,3.13,1355.9,3.11,5345.0,4.473,0.86,14.625,0,0,0,0,0
K01802.01,CONFIRMED,5.248667607,1.917,601.2,2.84,5807.0,4.437,1.012,13.345,0,0,0,0,0
K01870.01,CONFIRMED,7.96431492,1.5342,746.0,2.44,5185.0,4.44,0.91,14.425,0,0,0,0,0
K01871.01,CONFIRMED,92.7297248,6.83,1257.5,2.81,4580.0,4.641,0.675,14.897,0,0,0,0,0
K00203.01,CONFIRMED,1.485710994,2.2874,20824.0,14.48,5624.0,4.432,1.018,14.141,0,0,0,0,0
K01872.01,CANDIDATE,30.5231459,2.7286,2212.3,11.26,5518.0,4.585,0.79,15.841,0,0,0,0,0
K01873.01,CONFIRMED,71.3116598,8.813,2138.0,4.94,6194.0,4.445,1.069,15.674,0,0,0,0,0
K01934.01,CANDIDATE,28.78270955,3.451,864.5,2.11,4774.0,4.58,0.745,14.649,0,0,0,0,0
K01935.01,FALSE POSITIVE,15.44428875,2.0791,3596.2,37.58,5895.0,4.489,0.991,15.838,0,0,0,0,0
K01937.01,CONFIRMED,1.411230023,1.4325,388.2,1.71,4575.0,4.564,0.737,13.59,0,0,0,0,0
K01938.01,CONFIRMED,96.9151707,6.065,862.8,2.37,5162.0,4.559,0.791,14.031,0,0,0,0,0
K01939.01,CONFIRMED,13.47472742,2.5995,729.6,1.96,5395.0,4.615,0.734,15.164,0,0,0,0,0
K02017.01,CONFIRMED,2.29503515,1.654,172.1,1.18,5637.0,4.482,0.909,13.09,0,0,0,0,0
K02018.01,CONFIRMED,27.495634,4.858,483.3,2.11,5657.0,4.401,0.911,14.55,0,0,0,0,0
K02019.01,CONFIRMED,14.08826442,4.1847,889.4,2.66,5853.0,4.529,0.895,15.624,0,0,0,0,0
K00217.01,CONFIRMED,3.905081685,2.8213,21340.0,12.78,5543.0,4.54,0.887,15.127,0,0,0,0,0
K02020.01,CONFIRMED,110.9643706,12.831,1283.2,2.11,4441.0,4.695,0.546,15.498,0,0,0,0,0
K01803.01,CANDIDATE,4.539297295,1.9455,798.1,2.34,4914.0,4.61,0.724,13.26,0,0,0,0,0
K01805.01,CONFIRMED,6.94135824,1.8899,825.0,2.96,5527.0,4.491,0.88,13.828,0,0,0,0,0
K00197.01,CONFIRMED,17.276296682,3.94738,10458.0,7.31,4941.0,4.599,0.738,14.018,0,0,0,0,0
K01805.02,CONFIRMED,31.7821117,3.856,570.2,2.08,5527.0,4.491,0.88,13.828,0,0,0,0,0
K01805.03,CONFIRMED,4.36273233,2.2375,341.6,1.76,5527.0,4.491,0.88,13.828,0,0,0,0,0
K01874.01,CONFIRMED,18.6848377,3.7965,1251.5,1.93,4156.0,4.712,0.545,15.434,0,0,0,0,0
K01874.02,CONFIRMED,7.41634701,2.1362,505.5,1.24,4156.0,4.712,0.545,15.434,0,0,0,0,0
K01875.01,CONFIRMED,9.91724268,3.2241,457.9,2.85,5539.0,4.244,1.207,14.498,0,0,0,0,0
K01876.01,CONFIRMED,82.5341188,4.8556,1895.4,2.45,4316.0,4.678,0.58,15.187,0,0,0,0,0
K01877.01,CONFIRMED,20.16037858,4.13,343.6,1.75,4975.0,4.614,0.724,13.389,0,0,0,0,0
K01940.01,CONFIRMED,10.99470891,1.5929,884.7,1.71,4302.0,4.661,0.586,15.389,0,0,0,0,0
K01940.02,CANDIDATE,6.73679732,2.36,70.8,1.08,5780.0,4.438,1.0,15.389,1,1,1,1,1
K00211.01,CANDIDATE,124.03589939,4.8472,7690.0,11.13,5822.0,4.244,1.28,14.989,0,0,0,0,0
K01941.01,FALSE POSITIVE,1.194812329,1.3777,189.5,1.36,6198.0,4.475,0.97,14.029,0,0,0,0,0
K01942.01,CONFIRMED,10.84969477,3.474,1122.1,2.67,5251.0,4.592,0.778,15.409,0,0,0,0,0
K01944.01,CONFIRMED,12.18420006,2.5014,499.3,2.59,5771.0,4.374,1.068,13.982,0,0,0,0,0
K02021.01,CONFIRMED,3.76417012,2.0111,558.4,1.7,5063.0,4.617,0.728,15.484,0,0,0,0,0
K02022.01,CONFIRMED,5.92972237,2.518,412.1,1.92,5741.0,4.492,0.956,14.746,0,0,0,0,0
K02022.02,CONFIRMED,12.2476121,3.209,402.7,1.9,5741.0,4.492,0.956,14.746,0,0,0,0,0
K02023.01,CONFIRMED,13.59051547,3.784,621.9,2.4,5442.0,4.409,0.974,15.15,0,0,0,0,0
K02024.01,CONFIRMED,46.8776724,10.041,539.8,2.62,5504.0,4.418,0.993,14.632,0,0,0,0,0
K01808.01,CONFIRMED,89.1935737,4.0104,868.3,3.81,6071.0,4.239,1.295,12.487,0,0,0,0,0
K01809.01,CONFIRMED,13.09390911,2.2805,398.7,2.2,5772.0,4.487,0.956,12.706,0,0,0,0,0
K01809.02,CONFIRMED,4.915385452,2.7757,225.5,1.46,5772.0,4.487,0.956,12.706,0,0,0,0,0
K01810.01,FALSE POSITIVE,87.455958,18.257,1604.9,70.11,7700.0,4.018,2.111,13.36,0,0,0,0,0
K01812.01,FALSE POSITIVE,0.805259257,1.42246,1384.3,63.55,5872.0,3.926,2.022,13.742,0,0,0,0,0
K01813.01,CONFIRMED,9.76785911,2.1649,585.4,2.54,5371.0,4.513,0.852,13.766,0,0,0,0,0
K01878.01,CONFIRMED,40.80957343,3.158,436.1,3.44,6183.0,4.301,1.3,12.988,0,0,0,0,0
K01879.01,CONFIRMED,22.08551599,2.1727,3157.4,3.34,3828.0,4.712,0.565,15.967,0,0,0,0,0
K01880.01,CONFIRMED,1.151166776,1.0907,578.4,1.28,3951.0,4.73,0.535,14.44,0,0,0,0,0
K00023.01,FALSE POSITIVE,4.693305543,5.17249,14523.0,17.85,6365.0,4.22,1.47,12.291,0,0,0,0,0
K00204.01,CONFIRMED,3.246732048,3.0535,6998.2,12.4,5763.0,4.15,1.457,14.678,0,0,0,0,0
K01944.02,FALSE POSITIVE,8.3606759,6.287,194.8,1.49,5771.0,4.374,1.068,13.982,0,0,0,0,0
K01945.01,CONFIRMED,62.1385979,4.2938,886.3,5.14,5123.0,3.992,1.621,14.52,0,0,0,0,0
K01945.02,CANDIDATE,17.1181036,1.29,167.7,1.22,5576.0,4.515,0.929,14.52,0,0,0,0,0
K01946.01,CANDIDATE,8.29482811,2.7437,559.5,2.76,5773.0,4.478,0.939,14.469,0,0,0,0,0
K01948.01,FALSE POSITIVE,26.635216,5.949,1492.8,27.64,5215.0,4.455,0.882,15.551,0,0,0,0,0
K02025.01,CONFIRMED,17.84850835,5.8919,391.2,3.29,6188.0,4.152,1.465,13.781,0,0,0,0,0
K02025.02,CONFIRMED,26.1363443,6.613,362.2,2.8,6188.0,4.152,1.465,13.781,0,0,0,0,0
K02025.03,CONFIRMED,11.1895709,5.3,143.3,1.81,6188.0,4.152,1.465,13.781,0,0,0,0,0
K02026.01,CONFIRMED,2.757977384,2.1489,211.0,1.69,5919.0,4.435,1.0,13.263,0,0,0,0,0
K00218.01,FALSE POSITIVE,18.692860599,3.88584,51256.0,14.81,5190.0,4.66,0.66,16.147,0,0,0,0,0
K01814.01,CONFIRMED,14.80075082,5.762,501.4,17.38,6327.0,3.092,7.663,12.538,0,0,0,0,0
K01815.01,CONFIRMED,3.126861192,1.1926,794.6,5.12,4854.0,3.939,1.749,13.884,0,0,0,0,0
K00198.01,FALSE POSITIVE,87.24250316,4.1206,17860.0,15.86,5671.0,4.501,0.955,14.288,0,0,0,0,0
K01816.01,CANDIDATE,10.240611361,0.9617,2958.0,3.9,5227.0,4.623,0.64,15.408,0,0,0,0,0
K01818.01,CONFIRMED,16.87725775,3.7917,818.4,2.54,5497.0,4.512,0.872,14.101,0,0,0,0,0
K01819.01,CONFIRMED,12.05705659,2.3462,523.9,1.96,5365.0,4.537,0.834,13.576,0,0,0,0,0
K01881.01,CONFIRMED,28.26727385,4.5839,1160.2,2.93,5132.0,4.457,0.886,14.907,0,0,0,0,0
K01882.01,CONFIRMED,3.770590654,2.029,314.4,2.13,5714.0,4.274,1.208,14.668,0,0,0,0,0
K01883.01,CONFIRMED,2.7073064,3.4378,69.5,1.36,6045.0,4.069,1.629,11.894,0,0,0,0,0
K01884.01,CANDIDATE,23.11707222,3.9948,2407.5,4.37,5275.0,4.505,0.796,15.462,0,0,0,0,0
K01884.02,CANDIDATE,4.77502117,1.7087,451.4,1.73,5275.0,4.505,0.796,15.462,0,0,0,0,0
K01950.01,CONFIRMED,66.4159789,7.061,2053.2,3.44,5383.0,4.603,0.759,15.983,0,0,0,0,0
K01952.01,CONFIRMED,8.0103929,4.2713,294.1,1.88,5616.0,4.327,1.111,14.601,0,0,0,0,0
K00212.01,CANDIDATE,5.69590202,3.5661,4921.1,6.61,6106.0,4.497,0.94,14.858,0,0,0,0,0
K01952.02,CONFIRMED,27.6666375,6.315,324.0,2.04,5616.0,4.327,1.111,14.601,0,0,0,0,0
K01952.03,CONFIRMED,5.19559398,3.748,116.0,1.18,5616.0,4.327,1.111,14.601,0,0,0,0,0
K02028.01,CONFIRMED,57.2488518,6.083,1455.6,3.19,5642.0,4.542,0.846,15.99,0,0,0,0,0
K02028.02,CONFIRMED,37.0551726,5.439,1028.8,3.19,5642.0,4.542,0.846,15.99,0,0,0,0,0
K02029.01,CONFIRMED,16.33269981,2.174,300.4,1.61,5208.0,4.563,0.772,12.957,0,0,0,0,0
K02029.02,CONFIRMED,10.05550267,2.951,147.7,0.92,5208.0,4.563,0.772,12.957,0,0,0,0,0
K02031.01,CONFIRMED,9.30413878,1.9254,637.3,1.67,4458.0,4.611,0.658,14.796,0,0,0,0,0
K01820.01,CONFIRMED,4.33722007,2.4973,358.5,1.63,5390.0,4.499,0.876,13.53,0,0,0,0,0
K01820.02,CONFIRMED,1.653889476,1.7242,124.4,0.97,5390.0,4.499,0.876,13.53,0,0,0,0,0
K01822.01,CONFIRMED,150.8783198,8.6797,659.9,4.37,5504.0,3.999,1.737,12.443,0,0,0,0,0
K01824.01,CONFIRMED,3.553831111,3.1029,191.8,1.62,6015.0,4.37,1.081,12.722,0,0,0,0,0
K01824.02,CONFIRMED,1.6783263,2.5123,146.3,1.57,6015.0,4.37,1.081,12.722,0,0,0,0,0
K01885.01,CONFIRMED,5.65378163,1.9483,366.8,1.82,5988.0,4.507,0.934,14.377,0,0,0,0,0
K01886.01,CONFIRMED,5.99185827,1.7215,186.3,2.75,6157.0,4.049,1.695,12.239,0,0,0,0,0
K01888.01,CONFIRMED,120.0183551,11.637,886.0,4.54,6469.0,4.253,1.467,13.256,0,0,0,0,0
K01889.01,CONFIRMED,14.30517579,4.535,863.4,3.05,5741.0,4.555,0.846,15.338,0,0,0,0,0
K01889.02,CONFIRMED,9.18189122,4.343,363.6,2.17,5741.0,4.555,0.846,15.338,0,0,0,0,0
K02248.04,CANDIDATE,2.64622742,1.407,155.5,0.99,5167.0,4.555,0.787,15.498,0,0,0,0,0
K02250.01,CONFIRMED,2.935362067,1.5043,1052.6,3.15,4922.0,4.505,0.823,15.622,0,0,0,0,0
K02252.01,CONFIRMED,13.53953595,4.389,134.2,2.32,6109.0,3.985,1.997,13.628,0,0,0,0,0
K02253.01,CONFIRMED,22.7082375,3.503,298.8,1.72,6170.0,4.472,0.992,14.574,0,0,0,0,0
K02255.01,CONFIRMED,7.97033985,2.6675,490.8,1.81,5774.0,4.567,0.818,15.833,0,0,0,0,0
K02336.01,FALSE POSITIVE,5.33459393,2.642,226.3,0.79,4275.0,4.704,0.533,14.853,0,0,0,0,0
K02337.01,CONFIRMED,8.49640437,2.2128,834.0,2.14,5093.0,4.586,0.709,15.888,0,0,0,0,0
K02338.01,CONFIRMED,66.1843646,5.155,560.5,2.72,5640.0,4.447,0.978,14.862,0,0,0,0,0
K02339.01,CONFIRMED,2.032318856,1.1596,287.5,1.12,4670.0,4.635,0.682,15.13,0,0,0,0,0
K02339.02,CANDIDATE,65.18703725,5.44,70.8,1.08,5780.0,4.438,1.0,15.13,1,1,1,1,1
K00239.02,CONFIRMED,3.62275506,2.7868,180.6,1.62,5794.0,4.282,1.216,14.762,0,0,0,0,0
K02101.01,CONFIRMED,2.892216772,1.3596,360.5,1.31,4229.0,4.655,0.615,15.068,0,0,0,0,0
K02102.01,CONFIRMED,187.746606,5.885,1583.0,2.95,5303.0,4.55,0.753,15.206,0,0,0,0,0
