kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_depth_missing,koi_prad_missing,koi_srad_missing,koi_steff_missing,koi_slogg_missing
K01585.01,CONFIRMED,19.17893976,5.144,752.8,2.4,5767.0,4.538,0.881,15.401,0,0,0,0,0
K01586.01,CONFIRMED,6.99130452,2.1568,555.4,1.95,4847.0,4.606,0.761,14.94,0,0,0,0,0
K01587.01,CANDIDATE,52.971584,3.4632,3882.6,29.02,5204.0,4.55,0.789,15.7,0,0,0,0,0
K01588.01,CONFIRMED,3.517494725,1.5639,532.8,1.42,4132.0,4.699,0.564,14.699,0,0,0,0,0
K01665.01,CONFIRMED,6.93365167,4.608,119.6,1.7,5861.0,4.212,1.304,14.042,0,0,0,0,0
K01665.02,CANDIDATE,5.91393977,0.562,84.0,1.07,6194.0,4.415,1.129,14.042,0,0,0,0,0
K01669.01,CONFIRMED,61.0373591,8.378,437.5,3.38,6309.0,4.154,1.614,14.171,0,0,0,0,0
K01672.01,CONFIRMED,33.8677783,3.72,894.8,2.31,4564.0,4.593,0.691,15.81,0,0,0,0,0
K01675.01,CANDIDATE,14.62399621,2.193,1082.0,21.92,5753.0,4.57,0.815,15.789,0,0,0,0,0
K01463.01,FALSE POSITIVE,1064.2680956,11.5521,22772.0,33.63,6340.0,3.833,2.173,12.328,0,0,0,0,0
K01464.01,FALSE POSITIVE,2.113202658,3.5234,2104.8,207.71,5482.0,4.502,0.858,15.465,0,0,0,0,0
K01465.01,CANDIDATE,9.771462706,1.767,6933.2,10.15,5812.0,4.551,0.853,14.245,0,0,0,0,0
K01466.01,CANDIDATE,281.5628889,8.853,21012.0,10.83,4810.0,4.536,0.776,15.962,0,0,0,0,0
K01467.01,FALSE POSITIVE,1.157808038,3.6705,866.7,22.9,5566.0,4.532,0.886,15.837,0,0,0,0,0
K00178.01,FALSE POSITIVE,6.14281498,4.624,122.0,1.82,6495.0,4.128,1.554,13.45,0,0,0,0,0
K01531.01,CONFIRMED,5.69919592,2.3906,159.4,1.16,5646.0,4.493,0.932,13.069,0,0,0,0,0
K01532.01,CONFIRMED,18.11473813,5.2706,241.5,2.49,6109.0,4.247,1.36,12.841,0,0,0,0,0
K01533.01,CONFIRMED,6.24145791,3.0998,163.7,1.6,5810.0,4.25,1.259,13.939,0,0,0,0,0
K01534.01,CONFIRMED,20.4222447,6.22,189.3,1.78,6119.0,4.274,1.299,13.47,0,0,0,0,0
K01589.01,CONFIRMED,8.72585478,4.473,446.7,2.86,6036.0,4.326,1.131,14.764,0,0,0,0,0
K01589.02,CONFIRMED,12.88291395,5.676,460.5,3.15,6036.0,4.326,1.131,14.764,0,0,0,0,0
K01589.03,CONFIRMED,27.4345973,5.038,472.6,2.56,6036.0,4.326,1.131,14.764,0,0,0,0,0
K01589.04,CONFIRMED,4.22453631,3.128,159.1,1.6,6036.0,4.326,1.131,14.764,0,0,0,0,0
K01589.05,CONFIRMED,44.5520266,6.0,362.1,2.29,6036.0,4.326,1.131,14.764,0,0,0,0,0
K01677.01,CONFIRMED,52.069002,3.0089,558.3,2.92,5565.0,4.251,1.246,14.279,0,0,0,0,0
K00191.02,CONFIRMED,2.418406841,2.0744,665.4,2.25,5422.0,4.484,0.887,14.991,0,0,0,0,0
K01677.02,CANDIDATE,8.51170088,2.9,70.8,1.08,5780.0,4.438,1.0,14.279,1,1,1,1,1
K01680.01,FALSE POSITIVE,5.0825188,3.328,105.0,0.88,5706.0,4.561,0.834,14.445,0,0,0,0,0
K01681.01,CANDIDATE,6.93910337,2.977,614.7,1.41,3638.0,4.844,0.42,15.855,0,0,0,0,0
K01683.01,CONFIRMED,9.11500269,4.558,268.3,1.78,5962.0,4.431,1.028,14.63,0,0,0,0,0
K01468.01,FALSE POSITIVE,8.48031942,7.297,1426.7,4.54,5951.0,4.439,0.991,15.262,0,0,0,0,0
K00172.01,CONFIRMED,13.7223682,5.1231,571.1,2.23,5637.0,4.399,0.943,13.749,0,0,0,0,0
K01469.01,FALSE POSITIVE,3.582076914,4.4228,1534.4,5.33,6109.0,4.422,0.993,15.193,0,0,0,0,0
K01470.01,CONFIRMED,15.43400996,4.2572,1785.9,4.3,5900.0,4.509,0.951,15.703,0,0,0,0,0
K01471.01,FALSE POSITIVE,1.780984316,2.173,590.9,2.33,5730.0,4.545,0.87,15.516,0,0,0,0,0
K01534.02,CONFIRMED,7.63846084,3.957,71.7,1.12,6119.0,4.274,1.299,13.47,0,0,0,0,0
K01535.01,CONFIRMED,70.6981724,6.632,357.7,1.63,5811.0,4.536,0.866,13.046,0,0,0,0,0
K01536.01,CONFIRMED,3.74443645,2.9191,73.3,1.1,5876.0,4.269,1.293,12.71,0,0,0,0,0
K01537.01,CANDIDATE,10.19154678,6.165,61.3,1.39,6212.0,4.049,1.684,11.74,0,0,0,0,0
K01538.01,FALSE POSITIVE,10.581581895,6.66929,112640.0,53.19,6168.0,4.074,1.567,13.936,0,0,0,0,0
K01539.01,FALSE POSITIVE,2.819453322,4.4127,71867.0,29.8,5767.0,4.33,1.074,14.569,0,0,0,0,0
K01590.01,CANDIDATE,12.89006728,3.555,602.5,1.93,4915.0,4.512,0.812,15.674,0,0,0,0,0
K00185.01,CANDIDATE,23.210509958,3.09802,28737.0,21.19,5875.0,4.572,0.809,14.228,0,0,0,0,0
K01590.02,CONFIRMED,2.35574505,1.796,266.9,1.34,4915.0,4.512,0.812,15.674,0,0,0,0,0
K01590.03,CANDIDATE,4.74666128,2.093,256.8,1.3,4915.0,4.512,0.812,15.674,0,0,0,0,0
K01591.01,CONFIRMED,19.65639342,3.226,843.2,2.83,5288.0,4.613,0.74,15.372,0,0,0,0,0
K01684.01,FALSE POSITIVE,62.81584402,2.6901,1688.4,57.62,6340.0,4.23,1.492,12.849,0,0,0,0,0
K01685.01,CONFIRMED,70.468171,6.653,922.4,3.46,6461.0,4.396,1.131,14.811,0,0,0,0,0
K01686.01,FALSE POSITIVE,56.86716792,4.23,70.8,1.08,5780.0,4.438,1.0,15.886,1,1,1,1,1
K01687.01,CONFIRMED,3.93246069,2.1763,455.5,1.65,4841.0,4.533,0.779,15.32,0,0,0,0,0
K01688.01,CONFIRMED,0.921030497,2.6077,101.5,1.62,5843.0,4.069,1.615,14.542,0,0,0,0,0
K01692.01,CONFIRMED,5.960400011,2.8617,828.3,2.85,5418.0,4.534,0.886,12.557,0,0,0,0,0
K01472.01,CONFIRMED,85.3514875,6.7504,4674.7,6.31,5584.0,4.478,0.938,15.061,0,0,0,0,0
K01473.01,CANDIDATE,23.02028478,3.544,5077.8,7.58,5613.0,4.496,0.956,15.573,0,0,0,0,0
K01474.01,CONFIRMED,69.72646639,3.7177,4491.2,11.65,6430.0,4.107,1.731,13.005,0,0,0,0,0
K01475.01,CONFIRMED,1.609321941,1.6067,728.5,1.57,4224.0,4.662,0.603,15.937,0,0,0,0,0
K01475.02,CONFIRMED,9.51220046,2.9497,1169.4,1.99,4224.0,4.662,0.603,15.937,0,0,0,0,0
K01475.03,CONFIRMED,4.72941177,2.234,434.3,1.22,4224.0,4.662,0.603,15.937,0,0,0,0,0
K00003.01,CONFIRMED,4.887803076,2.36255,4315.8,4.82,4778.0,4.591,0.763,9.174,0,0,0,0,0
K00020.01,CONFIRMED,4.437962934,4.69813,16388.0,18.05,5953.0,4.175,1.415,13.438,0,0,0,0,0
K00179.01,CONFIRMED,20.74028645,10.3939,1023.3,4.24,6226.0,4.264,1.299,13.955,0,0,0,0,0
K01540.01,FALSE POSITIVE,1.207852845,3.5802,49720.0,38.59,5601.0,4.533,0.797,15.559,0,0,0,0,0
K01541.01,FALSE POSITIVE,2.379282197,3.1729,48434.0,25.74,6392.0,4.399,1.162,15.189,0,0,0,0,0
K01592.01,FALSE POSITIVE,26.0692512,7.487,831.5,23.61,5585.0,4.409,0.91,14.106,0,0,0,0,0
K01593.01,CONFIRMED,9.69501146,2.75,515.2,2.08,5896.0,4.516,0.914,15.809,0,0,0,0,0
K01593.02,CONFIRMED,15.3825394,3.815,550.5,2.14,5896.0,4.516,0.914,15.809,0,0,0,0,0
K01594.01,FALSE POSITIVE,1.818939148,1.644,331.2,1.82,6153.0,4.487,0.962,15.134,0,0,0,0,0
K01595.01,CONFIRMED,40.1097817,5.2096,732.0,3.11,5509.0,4.265,1.169,14.904,0,0,0,0,0
K00191.03,CANDIDATE,0.708621057,1.5041,187.5,1.2,5422.0,4.484,0.887,14.991,0,0,0,0,0
K01692.02,CONFIRMED,2.46106962,2.184,84.2,0.84,5418.0,4.534,0.886,12.557,0,0,0,0,0
K01693.01,FALSE POSITIVE,3.403743926,1.5017,815.9,10.77,5596.0,4.533,0.853,14.98,0,0,0,0,0
K01700.01,CONFIRMED,8.03753796,2.9118,286.5,1.54,5044.0,4.511,0.804,14.471,0,0,0,0,0
K01701.01,FALSE POSITIVE,2.43902575,1.1598,82.5,2.61,6546.0,3.817,2.784,11.041,0,0,0,0,0
K01476.01,CONFIRMED,56.3587987,6.927,2559.6,5.04,5446.0,4.525,0.821,15.792,0,0,0,0,0
K00172.02,CONFIRMED,242.467406,12.808,340.3,1.73,5637.0,4.399,0.943,13.749,0,0,0,0,0
K01477.01,CANDIDATE,169.4976085,7.77,12192.0,9.06,5270.0,4.592,0.787,15.917,0,0,0,0,0
K01478.01,CONFIRMED,76.13622222,7.9393,2949.5,4.78,5591.0,4.494,0.892,12.45,0,0,0,0,0
K01479.01,FALSE POSITIVE,4.9883872,9.142,638.2,2.59,5819.0,4.565,0.823,15.752,0,0,0,0,0
K01542.01,FALSE POSITIVE,2.586878667,6.1614,25480.0,19.84,6812.0,4.343,1.172,12.897,0,0,0,0,0
K01543.01,FALSE POSITIVE,3.964333304,4.7136,25886.0,37.09,5758.0,3.808,2.318,14.985,0,0,0,0,0
K01544.01,FALSE POSITIVE,1.525924389,3.15998,24627.0,49.86,6203.0,4.427,1.06,15.063,0,0,0,0,0
K01545.01,FALSE POSITIVE,5.910371418,3.88962,17219.0,12.62,6200.0,4.488,0.958,15.169,0,0,0,0,0
K01546.01,CANDIDATE,0.917568975,2.0654,15805.0,11.92,5713.0,4.541,0.893,14.456,0,0,0,0,0
K01596.01,CONFIRMED,5.92365747,2.6302,406.5,0.99,3883.0,4.762,0.496,15.157,0,0,0,0,0
K01596.02,CONFIRMED,105.3582299,3.81,1210.2,1.87,3883.0,4.762,0.496,15.157,0,0,0,0,0
K00186.01,CONFIRMED,3.24325988,3.03318,16451.0,12.91,5823.0,4.438,1.013,14.952,0,0,0,0,0
K01597.01,CANDIDATE,7.79668781,4.6699,361.3,2.44,6521.0,4.352,1.276,12.681,0,0,0,0,0
K01598.01,CONFIRMED,56.4758069,5.961,1091.8,3.22,5497.0,4.57,0.839,14.279,0,0,0,0,0
K01598.02,CONFIRMED,92.8747294,7.474,658.8,2.64,5497.0,4.57,0.839,14.279,0,0,0,0,0
K01702.01,CONFIRMED,1.538180949,1.2635,841.0,1.0,3364.0,4.978,0.274,15.722,0,0,0,0,0
K01704.01,CONFIRMED,10.4188915,3.0069,670.0,3.17,5692.0,4.36,1.064,14.86,0,0,0,0,0
K01705.01,CONFIRMED,20.4998763,6.501,437.8,2.8,6249.0,4.428,1.076,15.442,0,0,0,0,0
K01706.01,CONFIRMED,1.921437488,1.9046,278.7,1.77,5238.0,4.472,0.851,14.131,0,0,0,0,0
K01707.01,CONFIRMED,96.109323,9.877,982.3,4.01,5792.0,4.375,1.005,15.321,0,0,0,0,0
K01480.01,CONFIRMED,20.38174802,3.7922,1597.1,3.16,4883.0,4.515,0.808,15.887,0,0,0,0,0
K01480.02,CANDIDATE,7.00447892,2.669,231.4,1.19,4883.0,4.515,0.808,15.887,0,0,0,0,0
K01481.01,CONFIRMED,5.101375725,2.595,894.6,2.84,5869.0,4.479,0.954,15.455,0,0,0,0,0
K01482.01,FALSE POSITIVE,17.7940049,4.091,879.4,312.48,6273.0,4.442,1.044,15.378,0,0,0,0,0
K01484.01,FALSE POSITIVE,3.47021401,2.289,1105.2,2.4,4922.0,4.555,0.744,15.305,0,0,0,0,0
K01547.01,CANDIDATE,30.69395532,2.9512,18121.0,13.72,6137.0,4.46,1.018,15.673,0,0,0,0,0
K01548.01,FALSE POSITIVE,2.139325409,2.8056,6897.8,11.61,4765.0,4.642,0.666,14.708,0,0,0,0,0
K01549.01,CANDIDATE,29.481061268,3.6636,11871.0,16.61,5631.0,4.41,0.901,15.135,0,0,0,0,0
K00179.02,CONFIRMED,572.376632,24.42,1743.4,5.8,6226.0,4.264,1.299,13.955,0,0,0,0,0
K01550.01,FALSE POSITIVE,2.233799622,3.04,2658.5,28.63,5741.0,4.555,0.846,15.195,0,0,0,0,0
K01551.01,FALSE POSITIVE,31.13862664,5.2482,11427.0,12.88,5919.0,4.485,1.0,15.821,0,0,0,0,0
K01598.03,CONFIRMED,13.93068791,2.312,186.5,1.4,5497.0,4.57,0.839,14.279,0,0,0,0,0
K01599.01,CONFIRMED,20.4074846,8.839,363.4,2.9,5823.0,4.472,0.972,14.802,0,0,0,0,0
K01600.01,FALSE POSITIVE,12.36564669,3.644,388.4,24.89,6075.0,4.495,0.952,14.59,0,0,0,0,0
K01601.01,CONFIRMED,10.35078415,6.253,273.1,1.97,5534.0,4.338,1.08,14.659,0,0,0,0,0
K01601.02,CONFIRMED,62.9224936,11.64,417.8,2.75,5534.0,4.338,1.08,14.659,0,0,0,0,0
K01708.01,CANDIDATE,32.7737631,3.416,564.5,5.0,5640.0,4.076,1.534,14.758,0,0,0,0,0
K00191.04,CONFIRMED,38.6520796,5.607,566.5,2.07,5422.0,4.484,0.887,14.991,0,0,0,0,0
K01710.01,CONFIRMED,14.20442616,3.898,800.6,1.9,5350.0,4.647,0.678,15.469,0,0,0,0,0
K01711.01,CONFIRMED,55.673582,3.778,765.1,2.19,4998.0,4.53,0.808,15.061,0,0,0,0,0
K01713.01,CONFIRMED,6.82778157,2.3726,545.8,1.34,4198.0,4.689,0.574,15.224,0,0,0,0,0
K01485.01,FALSE POSITIVE,0.687895191,2.4233,462.5,1.35,4478.0,4.615,0.651,15.657,0,0,0,0,0
K01486.01,CONFIRMED,127.2824442,7.1545,8088.6,12.04,5733.0,4.281,1.183,15.505,0,0,0,0,0
K00173.01,CONFIRMED,10.06083238,4.5718,460.2,2.58,5705.0,4.297,1.14,13.844,0,0,0,0,0
K01486.02,CONFIRMED,30.1837021,5.879,974.9,3.65,5733.0,4.281,1.183,15.505,0,0,0,0,0
K01487.01,FALSE POSITIVE,2.92928244,6.794,268.6,38.42,6634.0,3.831,2.251,12.674,0,0,0,0,0
K01552.01,CANDIDATE,77.63424586,4.1002,16612.0,9.4,4812.0,4.548,0.755,15.915,0,0,0,0,0
K01553.01,CONFIRMED,52.75878505,6.6517,5805.8,8.76,6228.0,4.413,1.137,15.182,0,0,0,0,0
K01554.01,FALSE POSITIVE,1.332564478,6.0325,1071.5,27.04,5995.0,4.536,0.878,15.866,0,0,0,0,0
K01555.01,FALSE POSITIVE,41.0772969,5.525,1216.8,3.25,5665.0,4.381,0.938,14.907,0,0,0,0,0
K01556.01,FALSE POSITIVE,135.9121619,5.628,10188.0,40.18,6141.0,4.468,0.959,15.535,0,0,0,0,0
K01952.04,CONFIRMED,42.4729078,7.253,334.0,2.03,5616.0,4.327,1.111,14.601,0,0,0,0,0
K01955.01,CONFIRMED,15.17026921,4.3311,224.8,2.47,6297.0,4.26,1.369,13.147,0,0,0,0,0
K01955.02,CONFIRMED,39.4576228,9.557,244.8,2.8,6297.0,4.26,1.369,13.147,0,0,0,0,0
K01958.01,CONFIRMED,17.8159689,3.6765,776.8,3.12,5964.0,4.484,0.933,15.2,0,0,0,0,0
K01959.01,CONFIRMED,36.5157639,3.6577,861.3,2.55,4847.0,4.54,0.781,14.254,0,0,0,0,0
K02032.01,CONFIRMED,14.07969236,1.375,169.5,2.08,5821.0,4.097,1.547,12.261,0,0,0,0,0
K02033.01,CONFIRMED,16.54081386,2.5996,370.0,1.57,5064.0,4.572,0.769,13.755,0,0,0,0,0
K02034.01,CONFIRMED,3.609313059,1.7752,1375.1,3.26,5668.0,4.545,0.868,15.54,0,0,0,0,0
K02035.01,CONFIRMED,1.93155546,1.614,504.9,2.25,5461.0,4.552,0.858,13.007,0,0,0,0,0
K02036.01,CONFIRMED,8.41100305,2.4553,755.6,1.8,3757.0,4.718,0.539,15.773,0,0,0,0,0
K01825.01,CONFIRMED,13.52252364,3.987,690.6,2.11,5338.0,4.557,0.816,13.895,0,0,0,0,0
K01826.01,CONFIRMED,134.2520474,9.0636,832.1,3.43,5818.0,4.276,1.2,13.35,0,0,0,0,0
K00199.01,CONFIRMED,3.268695042,3.45188,10091.0,16.91,5927.0,4.046,1.691,14.879,0,0,0,0,0
K01828.01,CONFIRMED,99.7468804,6.804,1287.0,3.94,5620.0,4.363,0.974,14.422,0,0,0,0,0
K01829.01,FALSE POSITIVE,22.84156293,2.5997,2940.7,30.0,5381.0,4.538,0.826,15.911,0,0,0,0,0
K00205.01,CONFIRMED,11.720123999,3.0039,9763.3,7.94,5215.0,4.564,0.77,14.518,0,0,0,0,0
K01890.01,CONFIRMED,4.33643506,4.1445,108.5,1.75,6180.0,4.133,1.603,11.704,0,0,0,0,0
K01891.01,CONFIRMED,15.95541913,3.9851,762.6,2.18,4891.0,4.516,0.805,15.261,0,0,0,0,0
K01891.02,CONFIRMED,8.25980352,2.928,298.4,1.35,4891.0,4.516,0.805,15.261,0,0,0,0,0
K01892.01,CONFIRMED,62.5613879,5.907,1372.6,3.54,5662.0,4.56,0.84,15.5,0,0,0,0,0
K01960.01,CONFIRMED,8.96847034,4.4073,234.3,2.17,5808.0,4.185,1.374,14.128,0,0,0,0,0
K01961.01,CONFIRMED,1.907810683,1.8707,120.5,0.91,5435.0,4.578,0.824,12.852,0,0,0,0,0
K01962.01,CANDIDATE,32.85862571,3.1483,162.8,2.31,5899.0,4.135,1.414,10.77,0,0,0,0,0
K00213.01,FALSE POSITIVE,48.118812545,5.27958,69851.0,45.18,6003.0,4.536,0.872,14.474,0,0,0,0,0
K01964.01,CANDIDATE,2.229326354,1.9946,49.1,0.6,5587.0,4.525,0.865,10.687,0,0,0,0,0
K01965.01,CONFIRMED,2.514628496,1.6239,228.4,1.27,5662.0,4.56,0.84,14.325,0,0,0,0,0
K00219.01,CONFIRMED,8.025118521,5.3694,3120.4,7.79,6002.0,4.196,1.369,14.153,0,0,0,0,0
K02036.02,CONFIRMED,5.79529495,2.272,334.3,1.05,3757.0,4.718,0.539,15.773,0,0,0,0,0
K02037.01,CONFIRMED,73.7578875,2.69,1836.9,4.28,5029.0,4.429,0.93,15.213,0,0,0,0,0
K02037.03,CANDIDATE,8.56267266,1.53,608.1,2.26,5029.0,4.429,0.93,15.213,0,0,0,0,0
K02038.01,CONFIRMED,8.30537702,3.751,365.6,1.69,5435.0,4.495,0.873,14.779,0,0,0,0,0
K01830.01,CONFIRMED,13.22714056,3.2861,812.0,2.22,5180.0,4.548,0.8,14.443,0,0,0,0,0
K01831.01,CONFIRMED,51.8098276,6.343,1025.4,2.6,5191.0,4.53,0.826,14.122,0,0,0,0,0
K01831.02,CONFIRMED,4.38536428,2.5126,198.5,1.15,5191.0,4.53,0.826,14.122,0,0,0,0,0
K01831.03,CONFIRMED,34.205785079,5.1691,183.2,1.1,5191.0,4.53,0.826,14.122,0,0,0,0,0
K01831.04,CONFIRMED,13.97945055,1.2325,356.1,1.97,5191.0,4.53,0.826,14.122,0,0,0,0,0
K01893.01,CONFIRMED,3.554856338,2.1004,232.9,1.29,6068.0,4.565,0.831,14.053,0,0,0,0,0
K01894.01,CONFIRMED,5.28790754,8.5274,343.9,7.1,4994.0,3.433,3.818,13.427,0,0,0,0,0
K01895.01,CONFIRMED,8.45746636,2.2906,1320.3,1.87,4347.0,4.73,0.524,15.862,0,0,0,0,0
K01895.02,CONFIRMED,17.28116957,2.829,1562.8,2.04,4347.0,4.73,0.524,15.862,0,0,0,0,0
K01895.03,CONFIRMED,32.1340014,2.691,1262.0,1.84,4347.0,4.73,0.524,15.862,0,0,0,0,0
K01897.01,CONFIRMED,59.7711433,4.843,574.5,3.17,6214.0,4.382,1.122,13.952,0,0,0,0,0
K01967.01,CONFIRMED,4.417692516,2.323,279.2,1.57,4766.0,4.645,0.664,14.31,0,0,0,0,0
K01968.01,CONFIRMED,10.08744556,2.9884,568.1,3.15,6310.0,4.417,1.095,15.079,0,0,0,0,0
K01969.01,CONFIRMED,16.34355902,5.474,829.4,3.26,5730.0,4.394,1.056,15.017,0,0,0,0,0
K01970.01,CONFIRMED,21.96401646,2.7509,693.4,2.57,5774.0,4.447,0.958,15.378,0,0,0,0,0
K01970.02,CONFIRMED,125.602323,7.105,925.7,2.89,5774.0,4.447,0.958,15.378,0,0,0,0,0
K02038.02,CONFIRMED,12.51353325,4.301,430.8,1.88,5435.0,4.495,0.873,14.779,0,0,0,0,0
K02038.03,CONFIRMED,17.9134215,4.364,197.8,1.39,5435.0,4.495,0.873,14.779,0,0,0,0,0
K02038.04,CONFIRMED,25.2149143,5.76,174.1,1.19,5435.0,4.495,0.873,14.779,0,0,0,0,0
K02039.01,CONFIRMED,5.42586901,2.5342,259.0,1.48,5594.0,4.489,0.934,14.305,0,0,0,0,0
K02040.01,CONFIRMED,19.58561177,1.755,532.9,3.09,5618.0,4.401,0.996,14.18,0,0,0,0,0
K01832.01,CONFIRMED,4.544436472,1.8141,879.3,3.0,5445.0,4.458,0.937,15.009,0,0,0,0,0
K01832.02,CONFIRMED,12.76220558,2.0688,653.8,3.18,5445.0,4.458,0.937,15.009,0,0,0,0,0
K01832.03,CONFIRMED,38.7149617,3.441,694.8,2.62,5445.0,4.458,0.937,15.009,0,0,0,0,0
K00199.02,FALSE POSITIVE,8.78458274,6.459,210.8,2.6,5927.0,4.046,1.691,14.879,0,0,0,0,0
K01833.01,CONFIRMED,3.69298623,1.7744,763.3,1.74,4402.0,4.682,0.572,14.265,0,0,0,0,0
K00206.01,CONFIRMED,5.334082429,6.2226,4676.5,13.08,6332.0,4.016,1.905,14.463,0,0,0,0,0
K01898.01,CONFIRMED,6.4980147,2.4384,190.9,1.87,5727.0,4.328,1.104,13.25,0,0,0,0,0
K01899.01,CONFIRMED,19.76169247,3.9097,392.5,2.81,6327.0,4.327,1.175,14.563,0,0,0,0,0
K01900.01,CONFIRMED,5.18498961,2.1397,430.1,1.15,4325.0,4.68,0.56,14.744,0,0,0,0,0
K01901.01,CONFIRMED,85.6542476,6.866,476.0,3.56,5818.0,4.065,1.647,13.34,0,0,0,0,0
K01971.01,CONFIRMED,19.32945602,3.794,935.5,2.26,5026.0,4.604,0.763,15.719,0,0,0,0,0
K01972.01,CANDIDATE,17.79108667,2.662,414.2,2.88,5855.0,4.148,1.34,13.8,0,0,0,0,0
K01973.01,CONFIRMED,3.290114076,1.5151,645.3,1.49,4484.0,4.654,0.594,15.753,0,0,0,0,0
K00024.01,FALSE POSITIVE,2.086075752,2.2647,3657.8,10.3,6131.0,4.071,1.417,12.963,0,0,0,0,0
K00214.01,CONFIRMED,3.311864148,1.4049,5976.5,9.06,5461.0,4.499,0.937,14.256,0,0,0,0,0
K02042.01,CANDIDATE,63.0732241,5.397,671.3,17.8,6234.0,3.209,6.354,13.089,0,0,0,0,0
K00220.01,CONFIRMED,2.422084188,2.5613,1871.8,3.55,5598.0,4.565,0.83,14.236,0,0,0,0,0
K02043.01,CONFIRMED,78.5461106,8.689,658.7,3.55,5808.0,4.172,1.397,14.087,0,0,0,0,0
K02044.01,CONFIRMED,16.92342126,4.1864,1125.3,3.4,5786.0,4.465,0.99,15.818,0,0,0,0,0
K02045.01,CONFIRMED,5.47665801,2.5482,648.0,2.01,4650.0,4.589,0.706,15.549,0,0,0,0,0
K01835.01,CONFIRMED,4.580346161,2.097,308.3,1.38,5103.0,4.558,0.789,13.693,0,0,0,0,0
K01835.02,CONFIRMED,2.248288213,2.0361,263.2,1.25,5103.0,4.558,0.789,13.693,0,0,0,0,0
K01835.03,CONFIRMED,6.76690759,1.7062,249.3,1.31,5103.0,4.558,0.789,13.693,0,0,0,0,0
K01837.01,CONFIRMED,34.1732156,4.7679,635.0,2.37,5201.0,4.573,0.834,13.733,0,0,0,0,0
K01838.01,CONFIRMED,16.7364755,2.151,1147.0,2.73,4334.0,4.618,0.653,14.786,0,0,0,0,0
K01902.01,FALSE POSITIVE,137.8645881,1.922,2363.0,15.9,3645.0,4.797,0.449,14.645,0,0,0,0,0
K01904.01,CONFIRMED,12.43929428,3.176,254.3,1.3,4987.0,4.531,0.773,13.395,0,0,0,0,0
K01905.01,CONFIRMED,7.62635494,2.4168,296.1,1.21,4955.0,4.61,0.721,14.017,0,0,0,0,0
K01906.01,CANDIDATE,8.710442022,0.9425,1196.4,3.61,5416.0,4.575,0.809,14.816,0,0,0,0,0
K01907.01,CONFIRMED,11.35010642,2.2792,1221.0,1.75,3597.0,4.734,0.514,15.278,0,0,0,0,0
K01974.01,CONFIRMED,109.4450597,3.792,1269.6,3.04,5403.0,4.5,0.868,14.937,0,0,0,0,0
K01975.01,CONFIRMED,7.56052209,3.8573,659.8,2.4,5895.0,4.503,0.94,15.986,0,0,0,0,0
K01976.01,CONFIRMED,12.12401737,3.3091,788.4,2.37,5094.0,4.469,0.87,15.09,0,0,0,0,0
K01977.01,CONFIRMED,9.38740646,1.6165,384.6,1.69,4500.0,4.656,0.646,14.028,0,0,0,0,0
K01977.02,CONFIRMED,7.41556471,1.973,150.4,0.79,4500.0,4.656,0.646,14.028,0,0,0,0,0
K02045.02,CONFIRMED,24.2101973,4.046,458.0,1.5,4650.0,4.589,0.706,15.549,0,0,0,0,0
K02046.01,CONFIRMED,23.8990075,15.955,293.4,3.26,5511.0,3.914,1.93,13.153,0,0,0,0,0
K02047.01,CONFIRMED,6.22161107,3.4117,165.0,1.59,6277.0,4.417,1.097,13.977,0,0,0,0,0
K02048.01,CONFIRMED,6.17998508,2.1094,750.5,2.12,5149.0,4.551,0.791,15.801,0,0,0,0,0
K02049.01,CONFIRMED,1.569066598,2.7803,147.2,1.68,5821.0,4.172,1.395,13.93,0,0,0,0,0
K01839.01,CONFIRMED,9.59068586,3.452,544.6,3.93,5476.0,3.904,1.673,13.237,0,0,0,0,0
K01840.01,CONFIRMED,7.03932913,3.514,836.7,4.67,5846.0,4.278,1.24,14.915,0,0,0,0,0
K01841.01,CONFIRMED,49.6075771,2.9575,626.7,2.12,5187.0,4.592,0.774,13.218,0,0,0,0,0
K01842.01,CONFIRMED,16.84183355,2.6194,822.1,3.08,5602.0,4.404,1.009,14.306,0,0,0,0,0
K00200.01,CONFIRMED,7.340714946,2.9987,8510.5,14.31,6056.0,4.191,1.498,14.412,0,0,0,0,0
K01908.01,CONFIRMED,12.55111099,3.1293,494.1,1.34,4213.0,4.669,0.598,14.731,0,0,0,0,0
K00208.01,CONFIRMED,3.003879547,3.2848,8538.0,10.96,6311.0,4.398,1.172,14.996,0,0,0,0,0
K01908.02,CONFIRMED,24.0884178,3.952,387.2,1.16,4213.0,4.669,0.598,14.731,0,0,0,0,0
K01909.01,CONFIRMED,12.75800092,4.1828,187.9,1.49,5782.0,4.34,1.095,12.776,0,0,0,0,0
K01909.02,CONFIRMED,5.47033376,3.1441,112.0,1.15,5782.0,4.34,1.095,12.776,0,0,0,0,0
K01978.01,CONFIRMED,6.51112385,1.6919,695.1,3.09,6032.0,4.465,1.001,15.214,0,0,0,0,0
K01978.02,CONFIRMED,23.85163321,2.4453,833.7,3.37,6032.0,4.465,1.001,15.214,0,0,0,0,0
K01979.01,CONFIRMED,2.714078374,1.3115,143.5,1.38,5815.0,4.461,0.992,12.987,0,0,0,0,0
